count,date,title,description,org_link,link
50,2024-02-14 17:58:00,수출바우처 지원사업으로 정품인증 솔루션 히든태그 도입···가품 걱정 없는...,"특히 독자적인 디지털 암호화 패턴을 사용하여 위/변조 자체가 어려우며, 앱으로 패턴을 인식하여 해당 디지털 정보를 <b>데이터</b>베이스에 기록된 정보와 대조하여 정/가품 여부를 판별하는 다중 구조의 <b>보안</b> 프로세스로... ",http://www.enetnews.co.kr/news/articleView.html?idxno=20595,http://www.enetnews.co.kr/news/articleView.html?idxno=20595
51,2024-02-14 17:56:00,"삼성전자, 직군별 경력사원 대거 채용… 미래 기술인재 영입","2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발 경험자 등도 채용한다. 모바일경험(MX) 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 수행할... ",https://sateconomy.co.kr/news/view/1065601988598995,https://sateconomy.co.kr/news/view/1065601988598995
52,2024-02-14 17:55:00,"숏뜨, 동남아서 4억뷰 달성…로봇 자율주행 클로봇은 상장 '순항' [Geeks' Br...",SOC-2는 미국 CPA 협회 기준의 <b>보안</b>지침이다. 시스템이 고객의 <b>데이터</b>를 안전하게 유지하도록 설계됐을 경우에만 부여받을 수 있다. HIPPA는 개인 건강 정보와 전자 의료 기록이 안전하게 취급될 경우에 부여된다.... ,https://www.hankyung.com/article/202402143710i,https://n.news.naver.com/mnews/article/015/0004948334?sid=105
53,2024-02-14 17:44:00,"'이재용의 인재 확보' 실천하는 삼성전자, 경력사원 대규모 채용",2년 이상의 AI·머신러닝·<b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발... 모바일경험(MX) 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 강화한다. 이를 위해 해킹 대회 입상... ,http://www.g-enews.com/ko-kr/news/article/news_all/2024021415050234506ed0c62d49_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2024021415050234506ed0c62d49_1/article.html
54,2024-02-14 17:40:00,"삼성전자, 경력직 채용문 활짝…AI 인재 구한다","빅<b>데이터</b>센터, VD사업부 등 15개 소속 경력사원 채용공고를 냈다. 모집 직무만 90여개에 달한다. 그동안... MX사업부는 <b>보안</b> 전략 수립, VD사업부는 스마트TV 광고 마케팅 및 글로벌 광고 매출 분석 등을 수행할 인재를... ",https://it.chosun.com/news/articleView.html?idxno=2023092110228,https://it.chosun.com/news/articleView.html?idxno=2023092110228
55,2024-02-14 17:30:00,"삼성전자, 90여개 직무서 경력사원 대거 채용",<b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발 경험자 등도 채용한다. 중동·아프리카 지역의 영업·마케팅을 위해 관련 경험 보유자는 우대한다. 모바일경험(MX) 사업부는 <b>보안</b> 전략... ,https://www.mediapen.com/news/view/896933,https://www.mediapen.com/news/view/896933
56,2024-02-14 17:28:00,"세계 AI 석학 얀 르쿤, “고양이보다 못한 현 AI, 미래 종말 없다”",르쿤 부사장은 “<b>보안</b> 측면에서 오픈소스가 안전한 모델을 구축할 수 있게 돕는다”며 “대표적인 성공... 뿐”이라면 “<b>데이터</b> 학습만으론 인간 수준의 지능이나 고양이 수준의 지능에 도달할 수 없다”고 설명했다.... ,http://digitalchosun.dizzo.com/site/data/html_dir/2024/02/14/2024021480239.html,http://digitalchosun.dizzo.com/site/data/html_dir/2024/02/14/2024021480239.html
57,2024-02-14 17:26:00,"삼성전자, DX부문 90여개 직무서 '경력사원' 채용",<b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발 경험자도 채용한다. 중동·아프리카 지역의 영업·마케팅 관련 경험을 보유한 지원자는 우대한다. 모바일경험(MX) 사업부는 <b>보안</b> 전략... ,https://weekly.hankooki.com/news/articleView.html?idxno=7084356,https://weekly.hankooki.com/news/articleView.html?idxno=7084356
58,2024-02-14 17:26:00,"스노우플레이크, 국내 '<b>데이터</b> 슈퍼히어로' 3명 선정",개발자와 <b>데이터</b> 전문가가 지속적으로 교류하고 전문성을 높일 수 있도록 커뮤니티를 통해 지원할 것이다&quot;라고 말했다. ■[G-PRIVACY 2024] 하반기 최대 개인정보보호&amp;정보<b>보안</b> 컨퍼런스 개최 (7시간 <b>보안</b>교육 이수)... ,https://www.dailysecu.com/news/articleView.html?idxno=153549,https://www.dailysecu.com/news/articleView.html?idxno=153549
59,2024-02-14 17:18:00,"워터월시스템즈 'WW USB', 국가정보원 <b>보안</b>기능확인서 획득","보호형'의 <b>보안</b> 특화 USB라는 평가이다. 관리자가 USB를 효과적으로 통제할 수 있는 기능뿐 아니라, 분실 등록 및 제어, <b>데이터</b> 파기 기능 등을 제공하여 실질적인 보호에 도움을 주고 있다. 만약 패스워드의... ",https://www.dailysecu.com/news/articleView.html?idxno=153547,https://www.dailysecu.com/news/articleView.html?idxno=153547
60,2024-02-14 17:18:00,AI 바람 타고 토종 클라우드 훨훨 날았다…올해도 고성장 기대,"NHN클라우드가 인프라 구축·운영 사업자인 ‘광주 국가 AI <b>데이터</b>센터’는 지난해 11월부터 정식 운영을... 추진하고, <b>보안</b>성에 문제가 없는 정보시스템의 경우 민간 클라우드를 우선 활용한다”는 내용을 담았다.... ",http://www.edaily.co.kr/news/newspath.asp?newsid=03735926638790520,https://n.news.naver.com/mnews/article/018/0005673356?sid=105
61,2024-02-14 17:14:00,"더조인, 모바일 가상화 <b>보안</b> 솔루션 'J-VMP' 국제 CC인증 획득",특히 J-VMP는 물리적으로 업무 <b>데이터</b>를 개인 모바일 기기와 100% 분리해 운영함으로써 단말의 <b>보안</b> 취약점을 원천 제거할 수 있다. 이에 개인 단말 성능에 영향을 주지 않고 개인 단말영역의 프라이버시를 보호할 수... ,https://www.cctvnews.co.kr/news/articleView.html?idxno=236801,https://www.cctvnews.co.kr/news/articleView.html?idxno=236801
62,2024-02-14 17:14:00,"이재용 &quot;기술 인재 핵심 경쟁력&quot;…삼성전자, 대규모 경력사원 채용","2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발 경험자 등도 채용한다. 모바일경험(MX) 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 수행할... ",https://www.smarttoday.co.kr/news/articleView.html?idxno=43691,https://www.smarttoday.co.kr/news/articleView.html?idxno=43691
63,2024-02-14 17:11:00,"JY &quot;기술 인재가 미래 핵심&quot;…삼성전자, 전방위 경력 채용","2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템·시스템온칩(SoC) 개발 경험자 등도 채용한다. MX사업부는 <b>보안</b> 전략 수립과 관련 솔루션 개발 직무를 수행할 경력사원을 뽑을... ",http://www.edaily.co.kr/news/newspath.asp?newsid=03703126638790520,https://n.news.naver.com/mnews/article/018/0005673347?sid=101
64,2024-02-14 17:10:00,"삼성전자, AI·반도체·가전·전장 등 전 부문서 경력 채용","2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발 경험자 등도 채용한다. 모바일경험(MX) 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 수행할... ",https://www.ajunews.com/view/20240214170337220,https://www.ajunews.com/view/20240214170337220
65,2024-02-14 17:10:00,"마이크로소프트, 2024년 주목해야 할 3가지 AI 트렌드 공개",또한 선별된 고품질 학습 <b>데이터</b>를 사용해 보다 정확한 결과를 얻을 수 있다. 이에 반해 방대한 양의... ■[G-PRIVACY 2024] 하반기 최대 개인정보보호&amp;정보<b>보안</b> 컨퍼런스 개최 (7시간 <b>보안</b>교육 이수) △일시: 2024년... ,https://www.dailysecu.com/news/articleView.html?idxno=153546,https://www.dailysecu.com/news/articleView.html?idxno=153546
66,2024-02-14 17:08:00,"테무, 세계 최고 시험인증기관 데크라로부터 MASA 인증 획득","테무는 이번 인증을 통해 구글 플레이 스토어가 요구하는 <b>보안</b> 수준을 넘어서는 사용자 <b>데이터</b> 보호를 보장하게 되었다. 인증 과정은 애플리케이션의 <b>데이터</b> 처리, 암호화 실행, 인증 메커니즘, 그리고 업계... ",https://www.imaeil.com/page/view/2024021417073356313,https://n.news.naver.com/mnews/article/088/0000862256?sid=101
67,2024-02-14 17:02:00,생성형 AI 도입 효과를 극대화하는 5가지 팁,"이런 정책을 마련하면 계약, 사이버 <b>보안</b>, <b>데이터</b> 개인정보 보호, 기만적인 거래 관행, 차별, 허위 정보, 윤리, IP 및 검증과 관련된 여러 가지 위험을 피할 수 있다. 팁 3. 각 사용 사례에 대한 구체적인 가치 평가하기... ",https://www.ciokorea.com/news/325331,https://www.ciokorea.com/news/325331
68,2024-02-14 17:02:00,"통신 3사, 올해도 주인공은 AI…주력 배경은","전력료 인상, 사이버 <b>보안</b> 투자 확대에 따른 비용 영향이 반영된 결과다. SKT, KT, LG유플러스 3사의... AI 인프라 근간이 되는 <b>데이터</b>센터 사업의 경우 매출이 지난해 2024억원으로 전년 대비 30% 증가했고, AIX 부문... ",http://www.updownnews.co.kr/news/articleView.html?idxno=307219,http://www.updownnews.co.kr/news/articleView.html?idxno=307219
69,2024-02-14 17:00:00,"삼성전자, 경력사원 대거 채용...&quot;미래는 인재 확보·육성에 달라질 것&quot;","2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발 경험자 등도 채용한다. 모바일경험(MX) 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 수행할... ",https://www.fetv.co.kr/news/article.html?no=158949,https://www.fetv.co.kr/news/article.html?no=158949
70,2024-02-14 16:54:00,"삼성전자, 기술인재 확보 총력…AI·반도체 등 다방면에서 경력직 대거 채용","모바일경험(MX) 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무에 대한 경력사원을 채용하며 해킹 대회... 2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC)... ",http://www.m-i.kr/news/articleView.html?idxno=1093106,http://www.m-i.kr/news/articleView.html?idxno=1093106
71,2024-02-14 16:52:00,"&quot;AI·전장·반도체 기술 인재 선점&quot;…삼성전자, 대규모 경력사원 채용","AI, 머신러닝, <b>데이터</b> 분석 업무, 중앙처리장치(CPU) 관련 시스템, 시스템온칩(SoC) 개발 경험자 등도 채용한다. 모바일경험(MX) 사업부는 <b>보안</b> 전략 수립과 관련 솔루션 개발 직무를 수행할 경력사원 채용에 나선다. 해킹... ",http://www.inews24.com/view/1686948,https://n.news.naver.com/mnews/article/031/0000812634?sid=101
72,2024-02-14 16:45:00,"엔비디아, 인터넷 없이 구동되는 AI 챗봇 데모 출시","기타 <b>데이터</b> 등 자신의 콘텐츠에 연결된 대형 언어 모델을 개인화할 수 있는 데모 앱&quot;이다. 온보드 AI 방식으로 PC에서 인터넷 연결 없이 사용할 수 있어 개인화와 높은 <b>보안</b>이 강점이다. PDF, doc, xml 등 다양한... ",https://www.thisisgame.com/webzine/news/nboard/4/?n=184671,https://sports.news.naver.com/news.nhn?oid=439&aid=0000027928
73,2024-02-14 16:44:00,"'AI부터 반도체·전장까지'...삼성전자, 전 분야에서 대규모 경력직 인재 채용","2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발 경험자 등도 채용한다. 모바일경험(MX) 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 수행할... ",https://www.newsquest.co.kr/news/articleView.html?idxno=218196,https://www.newsquest.co.kr/news/articleView.html?idxno=218196
74,2024-02-14 16:34:00,"정보보호산업, 수출 비중 13%... 2024년 신흥 시장 집중한다","국내 정보보호산업, 2022년 매출 대비 수출 비중 13%로 협소한 수준과기정통부, 동남아‧중동 등 신흥<b>보안</b>... △(동남아)는 한-아세안 연대구상의 취지에 따라 디지털 서비스(<b>데이터</b>‧AI 등) 개발 및 융합‧확산 등... ",http://www.boannews.com/media/view.asp?idx=126675&kind=,http://www.boannews.com/media/view.asp?idx=126675&kind=
75,2024-02-14 16:34:00,블록체인 기술 활용과 정책과제 해결 내부설치형 기계번역 시스트란 솔루션,시스트란 기계 번역 솔루션은 민감한 <b>데이터 보안</b>은 완벽히 해결하면서 번역을 자동화하고 기존 콘텐츠의 재사용을 효율적으로 극대화하여 현지화 프로세스를 보다 쉽게 지원한다. 시스트란 AI 기계 번역 솔루션은 법률... ,http://www.it-b.co.kr/news/articleView.html?idxno=73700,http://www.it-b.co.kr/news/articleView.html?idxno=73700
76,2024-02-14 16:26:00,"테무, 사용자 <b>보안</b>·개인정보 보호 강화 앞장",MASA는 최신 사이버 <b>보안</b> 위협으로부터 모바일 앱을 보호하도록 설계됐다. 테무는 이번 인증 획득을 통해 사용자 <b>데이터</b> 보호를 강화해 개인정보와 금융정보를 안전하게 지킬 수 있게 됐다. 테무 관계자는 “자사는... ,https://www.ajunews.com/view/20240214161251168,https://www.ajunews.com/view/20240214161251168
77,2024-02-14 16:26:00,'합산 영업익 4조' 돌파에도 웃지 못하는 통신업계···왜?,LG유플러스 역시 전력료 인상과 사이버 <b>보안</b> 투자 확대에 전년 대비 7.7% 감소한 9980억원의 영업익을... AI·<b>데이터</b>센터 등 신사업의 경우 가시적으로 성과가 나타나고 있는 만큼 앞으로도 성장 동력을 잘... ,http://www.seoulfn.com/news/articleView.html?idxno=510490,http://www.seoulfn.com/news/articleView.html?idxno=510490
78,2024-02-14 16:22:00,"삼성전자, 경력직 대규모 채용…DX 부문 90여 개 직무 모집","2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발... 모바일경험(MX) 사업부의 경우 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 수행할 경력사원을 채용한다.... ",http://www.iminju.net/news/articleView.html?idxno=97711,http://www.iminju.net/news/articleView.html?idxno=97711
79,2024-02-14 16:20:00,"세이퍼존, 부산 블록체인 기술혁신지원센터 입주기업 선정",세이퍼존은 제조업 중심의 부산 지역 산업생태계를 AI와 블록체인 등 신기술 기반 디지털산업 중심의 ‘AI기반의 블록체인 <b>데이터</b>금고와 랜섬웨어 <b>보안</b> 플랫폼’에서 다양한 금융·제조·문화 가치의 자산을 보유한... ,http://www.boannews.com/media/view.asp?idx=126674&kind=,http://www.boannews.com/media/view.asp?idx=126674&kind=
80,2024-02-14 16:18:00,80여곳 난립… `삼중고` 알뜰폰업체 도태 위기,대량 <b>데이터</b> 선구매 시 도매대가 할인폭을 확대하는 방안도 검토하고 있다. 도매대가 산정 시 이용자... 업계 한 관계자는 &quot;정부의 정책 방향은 <b>보안</b>이나 이용자 보호가 취약한 점이 있는 선불폰 중심으로 정리하겠다는... ,https://www.dt.co.kr/contents.html?article_no=2024021402109931029004&ref=naver,https://n.news.naver.com/mnews/article/029/0002855203?sid=105
81,2024-02-14 16:14:00,"AMD, 크리아 K26 SOM으로 고속열차 선로 검사 AI 솔루션 제공","이 박스에는 AI를 통해 <b>데이터</b> 및 이미지에 대한 사전/사후 프로세싱을 향상시키는 FPGA 기반 크리아 K26... 디바이스, <b>보안</b> 모듈 및 알루미늄 열 분산기를 모두 내장한 소형의 일체형 임베디드 플랫폼이다. TAI의... ",https://www.smarttoday.co.kr/news/articleView.html?idxno=43680,https://www.smarttoday.co.kr/news/articleView.html?idxno=43680
82,2024-02-14 16:02:00,[ET단상]스마트 빌리지 구현 위한 공공 SaaS 역할과 중요성,"심플랫폼과 같은 서비스 제공 업체는 클라우드 서비스 보안 인증 프로그램(CSAP) 인증을 획득함으로써, 고객 <b>데이터 보안</b>과 개인정보를 최우선으로 보호하고 보안 우려에 대응한다. 이는 공공 SaaS가 스마트 빌리지... ",https://www.etnews.com/20240214000052,https://n.news.naver.com/mnews/article/030/0003180941?sid=110
83,2024-02-14 16:02:00,"[ET시론] AX를 준비하는 기업들의 선택, 5G특화망","성능이나 <b>보안</b> 등에서 약점이 나타날 수 있다. 반면, 5G특화망은 특정 수요처와 서비스를 대상으로 요구 사항에 맞춰 네트워크를 구축 및 확장할 수 있는 전용 주파수를 사용한다. 때문에 통신 서비스 품질이나 <b>데이터</b>... ",https://www.etnews.com/20240214000075,https://n.news.naver.com/mnews/article/030/0003180944?sid=105
84,2024-02-14 16:00:00,김정원 헌법재판소 사무처장 취임,"우리의 근무환경, 청사<b>보안</b>, 예산확보를 위한 치열한 나날들, 사건의 접수부터 민원 상담 및 결정문 송달에... AACC연구사무국, <b>데이터</b>센터가 들어서 헌법재판의 중추적 기능을 담당하게 됩니다. 넉넉한 공간의 자체 식당과... ",https://www.lawtimes.co.kr/news/195887,https://www.lawtimes.co.kr/news/195887
85,2024-02-14 15:59:00,"&quot;미래는 인재 확보에 달려&quot;…삼성전자, 경력사원 대거 채용 나서(종합)","2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발 경험자 등도 채용한다. 모바일경험(MX) 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 수행할... ",https://www.yna.co.kr/view/AKR20240214062551003?input=1195m,https://n.news.naver.com/mnews/article/001/0014505155?sid=102
86,2024-02-14 15:56:00,"삼성전자 DX부문, 90여개 직무서 경력사원 대거 채용 나서","2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 SoC(시스템 온 칩)... 스마트폰, 노트북 등 사업을 맡은 MX 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 수행할 경력사원을... ",https://www.viva100.com/main/view.php?key=20240214010003882,https://www.viva100.com/main/view.php?key=20240214010003882
87,2024-02-14 15:56:00,"올거나이즈, 글로벌 <b>보안</b> 인증 SOC-2-HIPPA 획득","올거나이즈는 고객 <b>데이터</b>의 <b>보안</b>, 가용성, 무결성, 기밀성 및 개인 정보 보호에 대한 업계의 기준을 충족하고 있으며, 기준을 유지하기 위해 지속적인 모니터링을 실시하고 있다. 또한, 고객 <b>데이터</b>의 기밀성을... ",https://www.dailysecu.com/news/articleView.html?idxno=153541,https://www.dailysecu.com/news/articleView.html?idxno=153541
88,2024-02-14 15:50:00,"테무, 모바일 애플리케이션 <b>보안</b> 평가 인증 획득","MASA는 최신 사이버 <b>보안</b> 위협으로부터 모바일 앱을 보호하도록 설계됐다. 인증 프로세스에는 앱의 <b>데이터</b> 처리와 암호화 실행, 인증 메커니즘과 업계 표준의 개인정보 보호 규정 준수에 대한 검사 등이 포함된다.... ",https://byline.network/?p=9004111222527157,https://byline.network/?p=9004111222527157
89,2024-02-14 15:50:00,"워터월시스템즈 ‘WW USB’, 국가정보원 <b>보안</b>기능확인서 획득","USB <b>보안</b> 관리에 필요한 다양한 기능 지원...‘다중 보호형’ <b>보안</b> 특화 USBUSB 효과적으로 통제, 패스워드 임계치 초과 시 <b>데이터</b> 완전삭제 가능토록 구현[<b>보안</b>뉴스 김영명 기자] 내부 정보 <b>보안</b> 솔루션(Data Loss... ",http://www.boannews.com/media/view.asp?idx=126673&kind=,http://www.boannews.com/media/view.asp?idx=126673&kind=
90,2024-02-14 15:48:00,삼성전자 “AI·전장 기술인재 선점”…DX 90여개 직무서 대거 경력 채용,"2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발 경험자 등도 채용한다. 모바일경험(MX) 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 수행할 경력... ",https://www.sedaily.com/NewsView/2D5CW26HFI,https://n.news.naver.com/mnews/article/011/0004299513?sid=101
91,2024-02-14 15:46:00,"삼성전자, 경력사원 대규모 채용 나서...기술 인재 확보 박차","삼성전자 TV와 관련한 국내 광고 마케팅, 광고 <b>데이터</b> 전략, 구독관리·유료서비스 PM, Al/ML(머신러닝)/<b>데이터</b> 분석 등의 전문가를 뽑는다. MX사업부는 <b>보안</b>전략 수립 및 솔루션 개발, AP(애플리케이션 프로세서)... ",http://www.asiaa.co.kr/news/articleView.html?idxno=159319,http://www.asiaa.co.kr/news/articleView.html?idxno=159319
92,2024-02-14 15:44:00,"[AI 산업 단신] 삼성전자, LG앤솔, 한화오션, STX, 롯데에머, LIG넥스원",<b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발 경험자 등도 채용한다. 중동·아프리카 지역의 영업·마케팅을 위해 관련 경험 보유자는 우대한다. 모바일경험(MX) 사업부는 <b>보안</b>... ,https://www.asiatime.co.kr/article/20240214500278,https://www.asiatime.co.kr/article/20240214500278
93,2024-02-14 15:37:00,[박지훈 기자의 非상장기업 원석 찾기] 뉴빌리티 | 테슬라 전략으로 탄생한 자...,뉴빌리티와 SK쉴더스가 공동으로 개발한 이 로봇은 강력한 자율주행 기능과 이상 상황을 탐지하는 <b>보안</b>... 실외 배달로봇의 상용화를 위해 가장 중요한 핵심은 자율주행 <b>데이터</b>의 확보다. 자율주행 성능 및 서비스... ,https://www.mk.co.kr/article/10942445,https://n.news.naver.com/mnews/article/009/0005258390?sid=004
94,2024-02-14 15:34:00,"포티넷, 5G 듀얼 모뎀이 탑재된 'FortiGate Rugged 70G' 발표","점차 많은 네트워크들이 고가용성을 유지하면서 민감한 대용량 트래픽과 <b>데이터</b>를 지원하고 보호해야 하는 새로운 원격 지역으로 확장되고 있다. 과거에 기업들은 이러한 위치에서 개별적인 네트워킹, <b>보안</b>... ",https://www.dailysecu.com/news/articleView.html?idxno=153537,https://www.dailysecu.com/news/articleView.html?idxno=153537
95,2024-02-14 15:32:00,'사이버 하이진' 정착으로 고객·파트너와 동반성장,"일본에서는 NTT<b>데이터</b>, 시세이도, 전일본공수(ANA) 등 굴지의 기업들이 태니엄을 통해 기업 <b>보안</b>과 엔드포인트 관리를 구현하고 있다. 전세계적으로도 태니엄은 스탠다드차타드은행, 월마트, 아마존, 코스트코... ",https://www.itbiznews.com/news/articleView.html?idxno=125697,https://www.itbiznews.com/news/articleView.html?idxno=125697
96,2024-02-14 15:17:00,"이재용 '인재경영' 철학 실천… 삼성전자, 실적 악화에도 대규모 경력 채용","2년 이상의 AI, 머신러닝, <b>데이터</b> 분석 업무 경험자와 중앙처리장치(CPU) 관련 시스템 및 시스템온칩(SoC) 개발... 모바일경험(MX) 사업부는 <b>보안</b> 전략 수립 및 관련 솔루션 개발 직무를 수행할 경력사원을 채용할 계획이다.... ",http://www.fnnews.com/news/202402141457258054,https://n.news.naver.com/mnews/article/014/0005142141?sid=101
97,2024-02-14 15:14:00,[국내외 대표 물리<b>보안</b> 기업의 2024년 출사표-10] 한화비전,"이는 <b>보안</b> 위협의 증가, 신기술 도입, 신흥 시장의 <b>보안</b> 수요 증대 등의 요인에 기인하며, 특히 영상<b>보안</b> 시장은 앞서 언급한 요인들 외에도 영상 <b>데이터</b>에 대한 인식 변화가 성장 주요 원동력이 될 것으로... ",http://www.boannews.com/media/view.asp?idx=126269&kind=,http://www.boannews.com/media/view.asp?idx=126269&kind=
98,2024-02-14 15:08:00,제8회 Japan IT Week KANSAI 개최,"2023년에는 반도체 부족으로 주춤했던 IT 투자 안건의 재개와 클라우드, <b>보안</b> 관련 투자 증가 등으로... 2025년 Japan IT Week 오사카 전시회는 1월 15~17일 개최되며, 경영을 위한 <b>데이터</b> 분석 및 가시화 기술을... ",http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=110&CONTENTS_NO=1&bbsGbn=245&bbsSn=245&pNttSn=211911,http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=110&CONTENTS_NO=1&bbsGbn=245&bbsSn=245&pNttSn=211911
99,2024-02-14 15:08:00,삼성전자 '역대급' 경력 채용…반도체·가전 전문가 구한다,"삼성전자 TV와 관련한 국내 광고 마케팅, 광고 <b>데이터</b> 전략, 구독관리·유료서비스 PM, Al/ML(머신러닝)/<b>데이터</b> 분석 등의 전문가를 뽑는다. MX사업부는 <b>보안</b>전략 수립 및 솔루션 개발, AP(애플리케이션 프로세서)... ",https://www.news1.kr/articles/5320395,https://n.news.naver.com/mnews/article/421/0007350900?sid=101
100,2024-02-14 15:02:00,“미리 보는 2030년” 6G가 AI를 만났을 때 생기는 변화,"ⓒ Getty Images Bank 6G는 <b>보안</b>, 탄력성, 신뢰성, 지연, 연결 밀도, 트래픽 용량, 스펙트럼 효율성, 사용자 <b>데이터</b> 속도 측면에서 5G보다 훨씬 더 뛰어나다. 속도는 최대 20Gbps인 5G보다 50배 더 빨라져서 이론적인 최고... ",https://www.itworld.co.kr/news/325317,https://www.itworld.co.kr/news/325317
